,tweet,language,mentions
2739,watch the th episode of dedicated to frontline warriors who are fighting d battle against corona virus pandemic in tete a tete in conversation with mr manish mundra corona updates documentary review shout out section,en,"[{'screen_name': 'shubhrastha', 'name': 'शुभ्रास्था (shubhrastha)', 'id': '544640536'}, {'screen_name': 'manmundra', 'name': 'manish mundra', 'id': '22355311'}]"
2740,few more glimpses from today s engaging amp interactive india foundation web dialogue which was addressed by ambassador zalmay khalilzad us special representative for afghanistan reconciliation and former u s ambassador to the un,en,[]
2741,glimpses from india foundation dialogue session where ambassador zalmay khalilzad addressed today s,en,"[{'screen_name': 'us4afghanpeace', 'name': 'u.s. special representative thomas west', 'id': '1063252864213110784'}]"
2742,amb zalmay khalilzad special representative for afghanistan reconciliation and former u s ambassador to the un addressed the india foundation dialogue via video conferencing and interacted with the participants in a very engaging q amp a session,en,"[{'screen_name': 'us4afghanpeace', 'name': 'u.s. special representative thomas west', 'id': '1063252864213110784'}]"
2743,rt this dialogue of on june monday features director details to join provid,en,"[{'screen_name': 'ics_delhi', 'name': 'institute of chinese studies(中国研究所)', 'id': '1428109148'}, {'screen_name': 'indfoundation', 'name': 'india foundation', 'id': '1466758298'}, {'screen_name': 'ics_delhi', 'name': 'institute of chinese studies(中国研究所)', 'id': '1428109148'}, {'screen_name': 'ashokkkantha', 'name': 'ashokkantha', 'id': '635425796'}]"
2744,india foundation invites you to the via video conferencing on india china border issues speakers amb amb lt gen devraj anbu amb registration link,en,"[{'screen_name': 'ashokkkantha', 'name': 'ashokkantha', 'id': '635425796'}, {'screen_name': 'gbambawale', 'name': 'gautam bambawale', 'id': '1235417573560205313'}, {'screen_name': 'pstobdan', 'name': 'p stobdan', 'id': '1264215399287095297'}]"
2745,assam fighting the good fight how the state has remained a step ahead in combating the deadly corona an article by ms rami niranjan desai amp rohit kumar junior research fellow india foundation published in,en,"[{'screen_name': 'ramindesai', 'name': 'rami niranjan desai', 'id': '1000311006017421312'}, {'screen_name': 'iamrohit2104', 'name': 'rohit kumar', 'id': '742421925914398720'}, {'screen_name': 'swarajyamag', 'name': 'swarajya', 'id': '2451476942'}]"
2746,announcement india foundation is organising the asean india youth dialogue via video conferencing on june registration is open for participation in the youth dialogue registration link,en,[]
2747,watch live now on india foundation s youtube channel recontextualising savarkar s idea of india shri editor organiser weekly in conversation with dr shrirang godbole and shri j nandakumar video link,en,"[{'screen_name': 'prafullaketkar', 'name': 'prafulla ketkar 🇮🇳', 'id': '2261350952'}, {'screen_name': 'kumarnandaj', 'name': 'j nandakumar', 'id': '249524839'}]"
2748,can t drop guard as china has soaring ambition an article by shri ram madhav member board of governors india foundation published in today s newspaper article link,en,"[{'screen_name': 'economictimes', 'name': 'economic times', 'id': '39743812'}]"
2749,today evening at pm recontextualising savarkar s idea of india shri editor organiser weekly will be in conversation with dr shrirang godbole and shri j nandakumar watch live on india foundation s youtube channel,en,"[{'screen_name': 'prafullaketkar', 'name': 'prafulla ketkar 🇮🇳', 'id': '2261350952'}, {'screen_name': 'kumarnandaj', 'name': 'j nandakumar', 'id': '249524839'}]"
2750,understanding through his biographer ms in conversation with dr video link,en,"[{'screen_name': 'shubhrastha', 'name': 'शुभ्रास्था (shubhrastha)', 'id': '544640536'}, {'screen_name': 'vikramsampath', 'name': 'dr. vikram sampath, frhists', 'id': '81662868'}]"
2751,india has managed the corona virus well compared to other nations both in terms of its spread as well as the number of casualties interview of shri ram madhav member board of governors india foundation published in,en,"[{'screen_name': 'thekochipost', 'name': 'the kochi post', 'id': '1320048480'}]"
2752,self reliant panchayats self reliant bharat panchayats and municipalities need to be empowered to ensure atmanirbharta for country an article by mr rohit kumar junior research fellow india foundation published in,en,"[{'screen_name': 'indianexpress', 'name': 'the indian express', 'id': '38647512'}]"
2753,time for india to quantify its public diplomacy writes mr sudarshan ramabadran senior research fellow india foundation,en,"[{'screen_name': 'sudarshanr108', 'name': 'sudarshan ramabadran', 'id': '2662253353'}]"
2754,this programme will be live on india foundation s youtube channel join us live at pm on may on youtube amp watch the conversation on recontextualising savarkar s idea of india the link of india foundation s youtube channel is given below,en,[]
2755,on y talks episode y talks episode y talks episode y talks episode y talks episode y talks episode,cy,"[{'screen_name': 'churnlive', 'name': 'the churn', 'id': '2390918814'}]"
2756,decoding the centre s plan for migrant workers an article by shri ram madhav member board of governors india foundation published in today s hindustan times newspaper article link,en,"[{'screen_name': 'httweets', 'name': 'hindustan times', 'id': '36327407'}]"
2757,recontextualising savarkar s idea of india shri editor organiser weekly will be in conversation with dr shrirang godbole scholar on savarkar s work and shri j nandakumar all india convener prajna pravah date may time pm,en,"[{'screen_name': 'prafullaketkar', 'name': 'prafulla ketkar 🇮🇳', 'id': '2261350952'}, {'screen_name': 'kumarnandaj', 'name': 'j nandakumar', 'id': '249524839'}]"
2758,vice admiral shekhar sinha retd member board of trustees india foundation participated in a panel discussion on rajya sabha tv in the big picture programme on india s indian ocean diplomacy video link,en,"[{'screen_name': 'shekhar19541', 'name': 'shekhar sinha', 'id': '2892872966'}, {'screen_name': 'rajyasabhatv', 'name': 'rajya sabha tv', 'id': '370573869'}]"
2759,decoding the centre s plan for migrant workers an article by shri ram madhav national general secretary bjp and member board of governors india foundation published in,en,"[{'screen_name': 'httweets', 'name': 'hindustan times', 'id': '36327407'}]"
2760,watch the th episode of y talks on in tete a tete in conversation with shri movie review by shout out by,en,"[{'screen_name': 'churnlive', 'name': 'the churn', 'id': '2390918814'}, {'screen_name': 'rajatsethi86', 'name': 'rajat sethi', 'id': '405508365'}, {'screen_name': 'jayantsinha', 'name': 'jayant sinha', 'id': '17850606'}, {'screen_name': 'soumyachaturvdi', 'name': 'soumya chaturvedi', 'id': '956668564013903873'}, {'screen_name': 'devinenihamsa', 'name': '𝐇𝐚𝐦𝐬𝐚 𝐃𝐞𝐯𝐢𝐧𝐞𝐧𝐢', 'id': '1043769224869625858'}, {'screen_name': 'shubhrastha', 'name': 'शुभ्रास्था (shubhrastha)', 'id': '544640536'}]"
2761,india nepal relations dangerous portents need to repair india nepal relationship is of paramount importance but negotiating d same will require deft political amp diplomatic skills article by maj gen dhruv katoch director india foundation,en,"[{'screen_name': 'dhruv_ck', 'name': 'dhruv c katoch', 'id': '4900319414'}]"
2762,listen to the first episode of india foundation s podcast where shri m j akbar speaks about his latest book gandhi s hinduism the struggle against jinnah s islam,en,"[{'screen_name': 'mjakbar', 'name': 'm.j. akbar', 'id': '141496671'}]"
2763,in the nd episode of india foundation s podcast shri harsh vardhan shringla foreign secretary govt of india spells out the efforts being made by the mea to deal with d corona virus pandemic listen to,en,"[{'screen_name': 'harshvshringla', 'name': 'harsh v shringla', 'id': '4817560872'}, {'screen_name': 'meaindia', 'name': 'arindam bagchi', 'id': '441636351'}]"
2764,in the third episode of india foundations podcast hear about the us taliban peace deal the road ahead from dr shaida mohammad abdali former amb of afghanistan to india and deputy nsa of afghanistan,en,"[{'screen_name': 'shaidaabdali', 'name': 'dr shaida abdali', 'id': '2532410874'}]"
2765,in the fourth episode of india foundation podcast our team aims to decode the economic stimulus package with shri jayant sinha member of parliament lok sabha listen to the,en,"[{'screen_name': 'jayantsinha', 'name': 'jayant sinha', 'id': '17850606'}]"
2766,in the fourth episode of india foundation podcast our team aims to decode the economic stimulus package with shri jayant sinha member of parliament lok sabha listen to the,en,"[{'screen_name': 'jayantsinha', 'name': 'jayant sinha', 'id': '17850606'}]"
